date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,id,name
2020-02-10,shot,gun,31.0,M,W,Albertville,CO,False,attack,Not fleeing,False,-95.015,33.989,True,731,Colleen Roberson
2020-02-20,shot,screwdriver,61.0,M,H,Columbus,AZ,True,other,Not fleeing,False,-75.979,36.863,True,732,Margaret Vega
2016-02-24,shot,unarmed,44.0,M,H,East Troy,NM,True,undetermined,Other,False,-123.125,44.093,True,733,Jessica Wilkins
2019-07-15,shot,gun,45.0,M,H,Baltimore,CA,False,attack,Not fleeing,False,-84.256,35.797,True,734,Valerie Aguilar
2020-05-01,shot and Tasered,box cutter,32.0,M,W,Denver,FL,False,other,Not fleeing,False,-85.372,39.916,True,735,Joseph Schaefer
2018-08-31,shot,knife,39.0,M,W,Fairview,TX,False,attack,Not fleeing,False,-72.953,41.277,True,736,Michelle Mendoza
2018-04-05,shot,gun,24.0,F,W,Reynoldsville,OK,False,attack,Not fleeing,False,-71.068,42.344,True,737,Stephanie Vance
2018-09-27,shot,knife,34.0,M,W,Las Cruces,FL,True,other,Not fleeing,True,-79.907,39.623,True,738,Pamela Edwards
2015-10-30,shot,gun,21.0,M,W,Norwood,NH,False,attack,Not fleeing,False,-87.734,41.851,True,739,Angela Williams PhD
2019-07-17,shot,gun,38.0,M,B,McAlester,LA,False,attack,Not fleeing,False,-86.7,33.488,True,740,Andrew Gomez
2018-09-14,shot,toy weapon,40.0,M,W,Detroit,ID,False,attack,Not fleeing,True,-76.781,40.392,True,741,Melissa Allen
2018-08-09,shot and Tasered,unarmed,53.0,F,W,Durham,IN,False,attack,Foot,False,-93.629,47.263,True,742,Margaret Martin
2019-02-14,shot,blunt object,60.0,M,B,Los Angeles,LA,False,attack,Not fleeing,False,-95.375,45.889,True,743,Amber Lewis
2016-12-13,shot,unarmed,43.0,M,W,Hampton,MI,False,attack,Not fleeing,False,-80.132,25.783,True,744,Dawn Jackson
2018-02-26,shot,gun,39.0,M,B,Wamego,MO,False,attack,Car,False,-84.027,33.174,True,745,Patricia Gonzales
2021-09-13,shot,gun,56.0,M,W,Farmington,PA,False,attack,Car,False,-80.24,25.794,True,746,Jill Paul
2020-01-02,shot,knife,38.0,M,W,Ansonia,FL,True,other,Not fleeing,False,-96.107,35.975,True,747,Brenda Hunt
2021-01-12,shot,unarmed,44.0,F,W,Lakewood,WI,False,undetermined,Not fleeing,False,-84.12,36.113,True,748,Anita Castro
2017-09-08,shot and Tasered,knife,25.0,M,B,Amarillo,DC,False,attack,Not fleeing,False,-100.682,46.171,True,749,Douglas Escobar
2020-01-30,shot,beer bottle,32.0,M,W,Hockingport,KS,False,undetermined,Not fleeing,False,-94.476,39.089,True,750,Bruce Thomas
2019-11-05,shot,gun,28.0,M,W,Leon,TX,True,attack,Foot,False,-82.438,35.349,True,751,Susan Clark
2015-12-14,shot,gun,50.0,M,W,Las Vegas,CA,False,attack,Not fleeing,False,-92.197,32.45,True,752,David Rush
2018-11-05,shot,gun,31.0,M,H,Glen Burnie,AZ,False,attack,Foot,False,-80.125,25.981,True,753,Jordan Mendoza
2015-10-21,shot,gun,20.0,M,W,Kentwood,GA,False,attack,Not fleeing,False,-112.032,43.498,True,754,Roy Chavez
2015-03-20,shot,unarmed,51.0,M,W,Red Valley,AR,False,other,Not fleeing,False,-91.169,30.536,True,755,Austin Smith PhD
2015-02-04,shot,gun,21.0,M,W,Memphis,WV,False,attack,Not fleeing,False,-84.388,39.38,True,756,Angela Powell
2016-04-26,shot,toy weapon,43.0,M,N,Kingsbury,AK,True,attack,Not fleeing,False,-93.609,41.582,True,757,Michelle Benson
2020-10-10,shot,machete,18.0,M,H,San Francisco,CA,False,attack,Not fleeing,False,-95.655,39.052,True,758,Angela Sullivan
2022-09-24,shot,knife,37.0,M,W,Ozark,AR,False,other,Not fleeing,False,-88.519,30.402,True,759,Mr. Matthew Hickman
2017-01-26,shot,gun,32.0,F,H,Madison Township,CA,False,attack,Not fleeing,False,-111.963,33.36,True,760,Thomas Price
2016-01-21,shot,,37.0,M,H,Eufaula,CA,True,attack,Not fleeing,False,-74.285,44.743,True,761,Victor Harris
2016-10-05,shot,gun,37.0,M,B,Moncks Corner,VA,False,attack,Not fleeing,False,-80.428,25.707,True,762,Angela Gutierrez
2017-01-03,shot,,30.0,M,W,Gilmer,TN,True,other,Car,False,-77.405,37.287,True,763,Andrew Blair
2015-01-21,shot,crossbow,28.0,M,W,Hemet,TX,False,attack,Not fleeing,False,-118.082,33.917,True,764,John Miller
2018-10-17,shot and Tasered,unknown weapon,42.0,M,W,Longview,CA,False,undetermined,Not fleeing,False,-76.301,40.034,True,765,Brandy Peterson
2016-02-19,shot,undetermined,32.0,M,W,Ogden,TN,False,undetermined,Other,False,-95.369,28.955,True,766,Susan Roberts
2016-03-31,shot,gun,29.0,M,B,Las Vegas,NY,False,attack,Not fleeing,False,-97.754,30.269,True,767,Summer Valentine
2016-03-31,shot,gun,27.0,M,B,Richmond,TX,False,attack,Not fleeing,False,-82.49,28.102,True,768,Shannon Sutton
2020-11-19,shot,machete,20.0,M,B,Los Lunas,TX,False,other,Car,False,-108.187,36.747,True,769,Marie Waters
2019-04-16,shot,gun,23.0,M,W,Lee,NY,False,attack,Not fleeing,False,-85.641,42.229,True,770,Crystal Rocha
2015-11-19,shot,gun,19.0,M,W,Washington,CO,False,attack,Not fleeing,False,-90.142,39.04,True,771,Michael Stewart
2018-03-09,shot,gun,68.0,M,W,Arlington,GA,False,attack,Not fleeing,False,-121.324,38.648,True,772,Jennifer Miller
2016-07-28,shot,gun,27.0,M,W,La Quinta,KY,True,attack,Car,False,-81.844,28.076,True,773,Travis Floyd
2021-10-20,shot,,29.0,M,W,Arlington,NY,False,other,Car,False,-117.047,32.556,True,774,Jonathan Thomas
2018-03-13,shot,gun,34.0,M,H,Sandy,CO,False,attack,Not fleeing,False,-79.757,35.628,True,775,Jeffrey Frost
2017-11-05,shot,gun,33.0,F,B,Meridian,VA,False,attack,Not fleeing,False,-91.14,30.468,True,776,Mrs. April Smith
2015-02-26,shot,gun,25.0,M,W,Lakeland,MI,False,attack,Car,False,-117.854,33.748,True,777,Linda Banks
2017-02-21,shot,gun,58.0,M,B,Colorado Springs,IL,False,attack,Not fleeing,False,-96.017,41.227,True,778,Kendra Garcia
2016-05-22,shot,gun,25.0,M,W,Hallandale Beach,TX,True,attack,Car,False,-104.912,39.731,True,779,Alexander Wilson
2016-11-06,shot,toy weapon,21.0,M,H,Santa Ana,AZ,False,attack,Car,False,-87.895,42.024,True,780,Elizabeth Vincent
2015-08-16,shot,gun,22.0,M,W,Kerrville,KY,False,attack,Foot,False,-74.041,40.901,True,781,Alicia Miller
2016-10-12,shot,gun,62.0,M,W,Boston,IN,False,attack,Not fleeing,False,-85.841,38.15,True,782,Sean Miller
2015-11-25,shot,gun,24.0,M,N,Eagar,ID,False,attack,Not fleeing,False,-110.973,32.201,True,783,Sarah Smith
2017-01-01,shot,unarmed,24.0,M,B,Houston,OK,False,attack,Not fleeing,False,-76.511,39.243,True,784,John Mcbride
2020-02-20,shot,gun,31.0,M,B,DeKalb County,CA,False,attack,Not fleeing,False,-74.228,40.739,True,785,Jennifer Dixon
2018-12-30,shot,undetermined,37.0,M,H,Llano,NE,False,undetermined,Foot,True,-75.433,40.632,True,786,Lisa Ayers
2019-03-28,shot,gun,27.0,M,B,San Antonio,NC,True,attack,Not fleeing,False,-85.37,39.929,True,787,Patricia Allen
2019-08-19,shot,toy weapon,37.0,M,B,Los Angeles,NV,False,attack,Not fleeing,False,-122.316,47.322,True,788,Shane Stephens
2020-08-08,shot and Tasered,knife,30.0,M,W,Holladay,NM,True,other,Not fleeing,False,-96.94,30.19,True,789,Debra Cooley
2017-01-16,shot,gun,47.0,M,W,Fulton,CA,False,undetermined,Not fleeing,False,-72.359,41.103,True,790,Abigail Mccall
2021-02-20,shot,knife,32.0,M,B,Lincoln,NC,True,attack,Not fleeing,False,-110.992,32.171,True,791,Monica Potter
2015-07-14,shot,,24.0,M,B,Mascotte,PA,False,attack,Not fleeing,False,-93.307,37.236,True,792,Daniel Clark
2015-12-02,shot,toy weapon,48.0,M,W,San Bernardino,AZ,False,attack,Not fleeing,False,-102.415,34.809,True,793,Rhonda Park
2016-11-19,shot,toy weapon,21.0,M,W,Anaheim,OK,False,attack,Not fleeing,False,-111.828,40.63,True,794,John Jackson
2021-07-18,shot,gun,20.0,M,W,Houston,TN,False,attack,Not fleeing,False,-85.283,34.986,True,795,Shannon Mitchell
2018-02-06,shot,knife,30.0,M,W,Denver,NE,False,attack,Not fleeing,False,-117.222,34.123,True,796,Thomas Hatfield
2018-06-29,shot,gun,39.0,M,W,Lawrenceburg,MS,False,attack,Foot,False,-117.795,33.684,True,797,Matthew Andrade
2017-07-06,shot,knife,17.0,M,H,Plant City,CA,False,other,Other,False,-85.857,38.134,True,798,Jackie Cannon
2018-04-13,shot,unarmed,38.0,M,B,Waco,NY,True,attack,Not fleeing,False,-83.97,33.576,True,799,Denise Ramirez
2017-05-09,shot,gun,53.0,M,H,Westminster,CA,True,attack,Not fleeing,False,-110.972,32.248,True,800,Jennifer Floyd
2016-02-09,shot,knife,36.0,M,H,Hilo,TX,False,attack,Not fleeing,False,-123.395,42.696,True,801,Carrie David
2018-05-11,shot,gun,27.0,M,H,Haughton,CO,False,attack,Car,False,-75.58,40.553,True,802,Mrs. Courtney Watts MD
2016-05-11,shot,undetermined,36.0,M,H,Greeley,AZ,False,other,Not fleeing,False,-117.047,32.556,True,803,Lacey Jackson
2020-11-01,shot,gun,58.0,M,B,Seymour,LA,False,attack,Not fleeing,False,-105.03,39.872,True,804,Dr. Benjamin Bryant
2019-03-20,shot,gun,29.0,M,W,State College,OK,False,attack,Not fleeing,True,-112.091,33.392,True,805,Michael Lewis
2019-09-20,shot,binoculars,24.0,M,W,Lakewood,LA,False,undetermined,Not fleeing,False,-90.007,34.946,True,806,Richard Irwin
2015-02-23,shot,gun,28.0,F,N,Millbrook,NV,True,attack,Not fleeing,False,-76.511,39.243,True,807,Andrew Clark
2022-10-04,shot,gun,31.0,M,B,Lansing,TX,False,attack,Not fleeing,False,-111.788,33.408,True,808,Christopher Garza
2016-04-28,shot,Taser,59.0,M,B,Miami,MD,False,attack,Not fleeing,False,-87.88,36.969,True,809,Patrick Hart
2021-10-06,shot,gun,42.0,M,W,Bolivar,TX,False,attack,Not fleeing,False,-119.201,36.095,True,810,Sarah Gardner
2017-10-20,shot,gun,40.0,M,W,Moraine,NC,False,attack,Not fleeing,False,-82.323,34.902,True,811,Timothy Hernandez
2021-06-15,shot,knife,18.0,M,H,Jackson,NM,False,other,Not fleeing,False,-90.024,35.075,True,812,James Hancock
2015-11-14,shot,gun,20.0,M,W,Jurupa Valley,WI,False,attack,Not fleeing,False,-122.243,37.809,True,813,Ryan Miller
2015-08-03,shot,unarmed,43.0,M,W,Muncie,AR,False,attack,Foot,False,-118.466,34.187,True,814,Bradley Parker
2020-02-25,shot,gun,41.0,M,W,Pocatello,MO,False,attack,Not fleeing,True,-107.37,45.317,True,815,Guy Chaney
2016-02-11,shot,unarmed,25.0,M,B,Columbus,MI,False,attack,Not fleeing,False,-85.857,38.134,True,816,Bradley Kelley
2017-04-04,shot,pellet gun,17.0,M,B,Bakersfield,MS,False,attack,Not fleeing,False,-104.876,39.749,True,817,Vanessa Nelson
2020-04-22,shot,gun,27.0,F,B,Florence,MN,False,attack,Not fleeing,False,-93.296,45.872,True,818,April Harris
2016-04-01,shot,gun,17.0,M,B,Lockhart,KY,False,attack,Car,False,-107.759,32.269,True,819,Lauren Smith
2017-07-25,shot,gun,38.0,M,W,Avondale,KS,False,other,Not fleeing,False,-96.413,42.477,True,820,Victoria Martin
2019-10-30,shot,gun,39.0,M,B,Lancaster,FL,False,attack,Not fleeing,False,-81.447,31.471,True,821,Austin Young
2020-03-11,shot,gun,24.0,M,H,Elkton,CO,False,attack,Other,False,-97.614,31.049,True,822,Michelle Williams
2015-02-23,shot,gun,23.0,M,A,Clarkesville,CA,False,attack,Car,False,-71.078,42.308,True,823,Matthew Ryan
2017-10-02,shot,gun,25.0,F,W,West Ouachita,NY,False,other,Foot,False,-112.055,41.146,True,824,Anthony Hernandez
2020-07-16,shot and Tasered,knife,53.0,M,W,Shoreline,CO,False,attack,Foot,False,-121.314,44.057,True,825,Lisa Gibbs
2015-08-07,shot,gun,25.0,M,W,Fresno,GA,False,attack,Not fleeing,False,-81.14,32.043,True,826,Shannon Lewis
2015-04-18,shot,gun,27.0,M,W,Panama City,NV,False,attack,Not fleeing,False,-97.502,35.363,True,827,Mario Davis
2016-01-04,shot,gun,32.0,M,W,Oklahoma City,AL,False,attack,Not fleeing,False,-117.913,33.854,True,828,Kristen Parsons
2020-01-02,shot,unarmed,27.0,M,N,Ansonia,MT,False,other,Car,False,-95.622,29.704,True,829,Norma Leon
2019-10-28,shot,gun,40.0,M,B,Evansville,AZ,False,attack,Not fleeing,False,-80.431,35.295,True,830,Gina Webb
2015-01-02,shot,gun,37.0,M,W,Aloha,MI,False,attack,Not fleeing,False,-97.176,32.661,True,831,Robyn Cameron
2018-02-26,shot,gun,33.0,M,B,St. Louis,CO,False,undetermined,Not fleeing,True,-102.402,31.915,True,832,Ashley Mcfarland
2017-01-24,shot,gun,24.0,M,H,Las Cruces,DE,False,attack,Car,False,-70.2,44.127,True,833,Lisa Black
2015-09-09,shot,unarmed,20.0,M,H,Ashwaubenon,CA,False,other,Car,True,-112.546,46.007,True,834,Daniel Baker
2020-11-19,shot,gun,22.0,M,O,Los Lunas,MI,False,attack,Foot,False,-95.976,36.075,True,835,Dr. Andrew Pierce IV
2019-06-03,shot,gun,34.0,M,W,San Ysidro,PA,False,attack,Car,False,-123.091,44.091,True,836,Megan Murphy
2019-04-11,shot,knife,32.0,M,W,DeLand,MD,False,attack,Foot,False,-71.031,42.413,True,837,Jessica Dodson
2018-07-17,shot,unarmed,25.0,M,W,Altoona,FL,False,other,Foot,True,-109.548,31.351,True,838,Ethan Becker
2017-12-30,shot,gun,37.0,M,W,Redwood City,MT,False,attack,Not fleeing,False,-81.771,30.273,True,839,Cynthia Marquez
2021-02-15,shot,gun,32.0,M,W,El Monte,NM,True,attack,Car,False,-72.447,41.79,True,840,Allen Castro
2016-01-19,shot,hammer,37.0,M,H,Valdosta,NY,False,attack,Not fleeing,False,-87.967,43.075,True,841,Christine Rodriguez
2018-11-09,shot,gun,29.0,M,B,Shakopee,FL,True,attack,Not fleeing,False,-95.993,36.09,True,842,Dillon Clark
2017-08-10,shot,gun,22.0,M,H,Los Angeles,TX,True,attack,Not fleeing,False,-111.926,33.488,True,843,Christopher Vincent
2016-07-07,shot,,47.0,F,W,Bell,FL,False,other,Car,False,-90.241,38.65,True,844,Tiffany Blackwell
2016-07-03,shot,undetermined,18.0,M,W,New Iberia,FL,False,undetermined,Not fleeing,False,-119.09,35.301,True,845,Douglas Olson
2021-03-07,shot,,43.0,M,H,Sparkman,TX,False,attack,Car,False,-74.161,40.63,True,846,Sophia Dean
2016-06-29,shot,gun,50.0,M,W,Barbourville,OH,True,attack,Not fleeing,False,-88.038,43.134,True,847,Richard Rowe
2017-05-21,shot,gun,35.0,M,B,Converse,TX,False,attack,Not fleeing,False,-121.841,37.302,True,848,Brendan Serrano
2020-07-15,shot,gun,58.0,M,B,Stockton,NY,False,attack,Not fleeing,False,-156.483,20.894,True,849,Lisa Garcia
2021-10-14,shot and Tasered,bean-bag gun,29.0,M,B,Tarboro,FL,False,other,Not fleeing,False,-90.462,30.504,True,850,Linda Martinez
2015-03-31,shot,gun,54.0,M,H,Carollwood,NC,False,attack,Not fleeing,False,-97.372,31.076,True,851,Pamela Smith
2017-04-28,shot,gun,59.0,M,W,Atlanta,WI,False,other,Car,False,-94.249,34.58,True,852,Megan Reyes
2017-07-13,shot,gun,32.0,M,W,Crystal Springs,AR,False,attack,Not fleeing,False,-86.26,33.178,True,853,Daniel Tate
2016-03-15,shot,toy weapon,28.0,F,B,Evansville,CA,True,attack,Not fleeing,False,-84.03,34.106,True,854,Grace Jackson
2015-03-16,shot,,31.0,M,W,Gastonia,TX,False,other,Car,False,-81.566,30.318,True,855,Jeffrey Martinez
2016-05-18,shot,gun,49.0,F,B,Sullivan,MD,False,attack,Not fleeing,False,-118.292,34.01,True,856,Miguel Wong
2016-05-01,shot,gun,16.0,M,W,Alamo,PA,False,attack,Not fleeing,False,-90.915,30.356,True,857,James Roman
2016-10-20,shot,gun,33.0,M,W,Jacksonville,TX,False,attack,Not fleeing,False,-80.005,40.409,True,858,Brenda Peck
2019-01-29,shot,knife,83.0,M,H,Kalihi,TX,False,other,Not fleeing,False,-78.89,35.973,True,859,Ricardo Escobar
2020-05-03,shot,toy weapon,40.0,M,W,Jacksonville,CA,False,attack,Not fleeing,False,-97.325,32.796,True,860,Carol Cox
2020-07-27,shot,undetermined,25.0,M,W,Carmel,GA,False,undetermined,,False,-82.234,36.485,True,861,Dana Wilson
2018-04-13,shot,gun,24.0,M,H,Waco,CO,False,attack,Foot,False,-121.807,37.368,True,862,Katherine Hernandez
2017-07-27,shot,hammer,46.0,M,H,Avenal,CA,False,other,Not fleeing,False,-86.571,34.87,True,863,Bridget Harris
2020-02-08,shot,toy weapon,25.0,M,W,Vestavia Hills,WA,False,attack,Not fleeing,False,-84.519,34.101,True,864,Joel Griffith
2019-06-29,shot,gun,32.0,M,B,Lantana,MS,False,attack,Not fleeing,False,-96.768,35.976,True,865,Laura Fox
2015-07-20,shot,unarmed,29.0,M,W,Winnie,WA,False,undetermined,Not fleeing,False,-84.268,33.854,True,866,Keith Johnson
2018-07-10,shot and Tasered,Taser,29.0,M,H,Casper,RI,False,attack,Not fleeing,False,-77.444,38.307,True,867,Scott Clarke
2015-09-12,shot,,22.0,M,W,Sylacauga,FL,False,other,Car,False,-94.91,39.302,True,868,Charles Cook
2016-07-25,shot,,19.0,M,W,Indianapolis,MI,False,undetermined,Car,False,-90.008,32.668,True,869,Richard Greer
2016-04-26,shot,gun,71.0,M,H,Chesapeake,TX,True,attack,Foot,False,-118.195,34.084,True,870,Mark Williamson
2021-01-31,shot,gun,39.0,M,W,Dixon,TX,False,attack,Not fleeing,False,-112.021,33.4,True,871,Molly Palmer
2020-05-25,shot,,51.0,M,B,Phoenix,NC,False,other,Car,False,-73.834,40.888,True,872,Karen Williams
2019-08-31,shot,unarmed,21.0,M,H,Brooklyn Center,NJ,False,other,Not fleeing,False,-117.871,33.742,True,873,Marcus Scott
2015-06-22,shot,gun,43.0,M,W,Augusta,GA,True,attack,Not fleeing,False,-73.897,40.643,True,874,Julie Brown
2018-07-19,shot,gun,12.0,M,W,Pico Rivera,NV,False,undetermined,Car,False,-73.973,40.785,True,875,Courtney Garrison
2017-05-26,shot,unknown weapon,22.0,M,W,Tucson,LA,False,other,Not fleeing,False,-86.043,38.879,True,876,Shannon Robinson
2019-07-11,shot,gun,51.0,M,H,Jacksonville,AZ,False,attack,Not fleeing,False,-73.191,44.492,True,877,Allison Green
2019-02-09,shot,gun,30.0,M,B,Virginia Beach,GA,False,attack,,False,-118.457,34.201,True,878,Courtney Watson
2015-01-09,shot,knife,33.0,M,W,England,NC,False,attack,Not fleeing,False,-84.404,33.744,True,879,Shannon Garza
2017-05-10,shot,knife,59.0,M,W,Portland,TN,False,other,Not fleeing,False,-104.97,39.655,True,880,Tyler Chavez
2016-01-06,shot,unarmed,16.0,M,W,Carrizozo,WA,True,attack,Not fleeing,False,-84.546,39.164,True,881,Heather Johnson
2018-05-16,shot,gun,26.0,M,B,Martins Ferry,VA,True,attack,Not fleeing,False,-121.94,37.482,True,882,William Robles
2020-07-10,shot,gun,24.0,M,W,Panama City,MN,True,other,Not fleeing,False,-81.418,28.45,True,883,Helen Norton
2015-07-07,shot,unarmed,61.0,F,W,Bakersfield,NC,False,attack,Foot,False,-114.324,34.494,True,884,Matthew Cook
2016-12-27,shot,knife,30.0,M,W,Pearland,TN,True,attack,Not fleeing,False,-97.037,32.691,True,885,Amanda Jennings
2019-06-15,shot,gun,80.0,M,W,Toppenish,CA,False,attack,Not fleeing,False,-122.742,38.459,True,886,Theresa Anderson
2017-02-06,shot,gun,23.0,F,B,Santa Monica,TX,False,attack,Not fleeing,False,-97.366,37.661,True,887,Elizabeth Moore
2017-10-01,shot,gun,50.0,M,B,Seward,OH,False,attack,Not fleeing,False,-93.206,44.823,True,888,Joshua Williams
2020-08-07,shot and Tasered,knife,27.0,M,W,Orlando,PA,False,other,Not fleeing,True,-93.746,32.492,True,889,Melissa Lynch
2018-04-15,shot,toy weapon,25.0,M,B,Lodge Grass,LA,False,other,Not fleeing,False,-121.534,38.58,True,890,Marc York DVM
2016-07-27,shot,gun,23.0,M,B,Tempe,FL,False,attack,Not fleeing,False,-71.441,42.959,True,891,Alexis Garrett
2015-03-15,shot and Tasered,toy weapon,36.0,M,W,Ruth,MI,True,attack,Foot,True,-97.125,35.377,True,892,Megan Dickerson
2021-07-25,shot,knife,21.0,M,B,Atlanta,FL,False,attack,Not fleeing,False,-81.95,28.039,True,893,Jasmine Suarez
2015-04-19,shot,gun,22.0,M,W,Sidney,OK,False,attack,Not fleeing,False,-121.276,38.146,True,894,Brooke Martinez
2015-11-15,shot,gun,28.0,M,B,Minneapolis,CA,False,attack,Not fleeing,False,-79.436,40.061,True,895,Michelle Chambers
2016-02-20,shot,unarmed,48.0,M,B,Lakewood,CA,False,other,Car,True,-123.166,44.079,True,896,Christian Juarez
2017-01-28,shot,gun,23.0,M,W,Des Moines,TX,False,attack,Not fleeing,False,-95.4,29.951,True,897,Mrs. Brittany Roth
2015-08-12,shot,baseball bat and fireplace poker,41.0,M,W,Hobbs,TX,False,other,Not fleeing,False,-81.824,26.473,True,898,Matthew Cruz
2017-09-09,shot,gun,62.0,M,W,Arcata,ID,False,attack,Not fleeing,False,-110.983,32.177,True,899,Mark Newton
2015-02-10,shot,gun,51.0,M,W,Pasco,OR,False,attack,Not fleeing,False,-86.468,38.341,True,900,Michelle Carlson
2016-01-28,shot,gun,57.0,M,H,Tacoma,CA,True,attack,Not fleeing,False,-85.394,29.945,True,901,Robert Holmes
2018-10-23,shot,gun,31.0,M,W,Alderwood Manor,OH,False,attack,Foot,False,-85.841,38.198,True,902,Joseph Johnson
2020-07-12,shot,gun,69.0,M,B,Butler Township,GA,False,attack,,False,-84.473,33.616,True,903,Jessica Harris
2015-01-11,shot,,49.0,M,W,North Las Vegas,CO,False,attack,Car,False,-93.056,44.964,True,904,Hailey Mack
2015-03-18,shot,gun,29.0,M,B,Glendale,NC,False,attack,Foot,False,-76.075,42.981,True,905,Nancy Casey
2022-11-11,shot,undetermined,32.0,M,W,Tell City,MN,False,other,Not fleeing,False,-117.116,34.023,True,906,Cynthia Ramirez
2015-04-10,shot,gun,24.0,M,B,Topeka,FL,False,attack,Foot,False,-91.127,30.453,True,907,Carolyn Johnson
2021-07-11,shot,gun,19.0,M,H,North East,CA,False,attack,Not fleeing,False,-78.79,38.672,True,908,Janice Martin
2017-01-07,shot,gun,42.0,M,W,Elkridge,TX,False,attack,Car,False,-87.713,41.867,True,909,Susan Allen
2018-07-05,shot,gun,32.0,M,W,Eustis,AZ,False,attack,Car,False,-96.917,31.489,True,910,Casey Smith
2017-09-06,shot,gun,29.0,M,W,New York,CA,False,attack,Car,False,-116.973,33.22,True,911,Melanie Lawrence
2021-02-24,shot,knife,56.0,M,A,Garden City,TX,False,other,Not fleeing,False,-79.907,36.467,True,912,Travis Hamilton
2017-09-25,shot,gun,61.0,M,H,Palmetto,KY,False,other,Not fleeing,False,-90.57,41.532,True,913,Jean Mccarthy
2017-06-14,shot,gun,27.0,F,B,Burien,WI,False,attack,Not fleeing,False,-94.631,39.105,True,914,Sheila Gay
2017-07-19,shot,gun,30.0,M,B,Santa Fe,IL,False,attack,Not fleeing,False,-92.001,30.204,True,915,Wanda Garcia
2020-09-09,shot,gun,32.0,M,B,Denver,TX,False,attack,Not fleeing,False,-88.594,32.283,True,916,Alicia Long
2015-12-03,shot and Tasered,metal stick,49.0,M,W,Big Springs,VA,False,other,Not fleeing,False,-80.006,33.082,True,917,Meghan Ward
2018-05-15,shot,gun,26.0,M,W,Lake Mary,TN,False,attack,Foot,False,-104.997,39.916,True,918,James Harvey
2015-08-22,shot,gun,47.0,M,W,Bakersfield,CA,False,other,Not fleeing,False,-105.11,39.786,True,919,William Montes
2016-03-04,shot,gun,27.0,M,B,East Bernstadt,GA,True,attack,Not fleeing,False,-117.909,34.154,True,920,Lori Collins
2020-07-25,shot,gun,36.0,M,W,The Village,OH,False,attack,Not fleeing,False,-105.017,39.684,True,921,Justin Brown
2018-03-02,shot and Tasered,straight edge razor,35.0,M,W,Glendale,CA,False,other,Not fleeing,True,-82.341,29.612,True,922,Edward Mercado
2016-02-20,shot,gun,43.0,M,W,Lakewood,IL,False,attack,Car,False,-85.637,38.189,True,923,Richard Scott
2019-02-26,shot,gun,31.0,M,B,Huger,KS,True,attack,Not fleeing,False,-81.193,35.561,True,924,Sherry Anderson
2018-07-10,shot,knife,25.0,M,W,Garland,VA,True,other,Not fleeing,False,-117.246,34.121,True,925,Amber Smith
2015-07-05,shot,unarmed,20.0,M,H,Austin,IL,False,other,Foot,False,-100.682,46.171,True,926,Joel Richards
2019-03-09,shot,gun,32.0,M,H,Pennfield Township,TX,False,attack,Not fleeing,False,-114.451,33.619,True,927,Anthony Page
2015-06-03,shot,gun,43.0,M,B,Los Lunas,FL,False,attack,Not fleeing,False,-122.578,45.536,True,928,Sean Rodriguez
2015-07-15,shot,gun,17.0,M,W,Marion,OH,True,attack,Not fleeing,False,-80.589,28.034,True,929,Richard Wood
2020-12-10,shot,gun,41.0,M,W,Oxford,MS,False,attack,Not fleeing,False,-122.561,45.674,True,930,Holly Farmer
2015-03-01,shot,gun,22.0,M,H,Barton,NM,False,attack,Not fleeing,False,-121.844,36.622,True,931,Taylor Taylor
2019-11-29,shot,knife,30.0,M,W,Lakeland,FL,False,attack,Not fleeing,False,-85.245,34.978,True,932,Randy Rios
2017-11-23,shot,gun,24.0,M,B,Pell City,WI,False,attack,Not fleeing,False,-155.066,19.696,True,933,Caleb Clark
2017-12-10,shot,unarmed,42.0,M,B,Oklahoma City,WA,False,attack,Not fleeing,False,-121.296,37.993,True,934,Robert Chapman
2017-07-31,shot,knife,46.0,M,B,Los Banos,VA,True,attack,Not fleeing,False,-80.998,38.271,True,935,Shawn Mccoy
2015-01-26,shot,gun and knife,41.0,M,W,Wasco,FL,False,attack,Not fleeing,False,-116.561,48.282,True,936,Kathleen Moran
2021-08-25,shot,gun,35.0,M,W,Redondo Beach,UT,False,attack,Not fleeing,False,-72.995,41.545,True,937,Sheila Figueroa
2021-03-18,shot,Taser,25.0,M,W,Miami,LA,False,attack,Not fleeing,False,-111.82,40.696,True,938,Adam Miranda
2018-09-17,shot,gun,25.0,M,H,Maspeth,CA,True,attack,Not fleeing,False,-82.181,34.731,True,939,Mathew Sexton
2018-02-02,shot,knife,52.0,M,B,Charlotte,TX,False,attack,,False,-84.235,33.767,True,940,Frank Rivera
2018-07-27,shot,unknown weapon,26.0,M,H,Los Angeles,CA,False,attack,,False,-90.054,35.025,True,941,Ashley Pitts
2017-03-26,shot,gun,36.0,M,W,Wasilla,TN,True,attack,Not fleeing,False,-121.383,38.611,True,942,Raven Richardson
2019-11-01,shot,ax,35.0,M,W,Orlando,OK,True,other,Not fleeing,False,-85.034,33.319,True,943,Jeffrey Hutchinson
2022-11-22,shot,knife,28.0,M,W,Washington County,IA,False,attack,Not fleeing,False,-147.72,64.841,True,944,Anthony Orr
