manner_of_death,armed,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,city,age,city,gender,longitude,latitude,race,state,name,id
shot,gun,False,other,Not fleeing,False,True,Eagar,19.8,Los Angeles,M,-100.8216,37.0089,W,CA,Debra Yang,1607
shot,piece of wood,False,attack,Not fleeing,False,True,Trotwood,46.8,Phoenix,M,-107.6535,32.9256,H,CA,Sherry Bush,1608
shot,gun,False,attack,Car,False,True,High Point,27.9,Los Angeles,M,-110.2824,40.9824,W,CA,Matthew Murray,1609
shot,unarmed,False,other,Car,True,True,Homestead,34.2,Phoenix,M,-68.5818,33.237,W,CA,Brandon Williams,1610
shot,knife,False,other,Not fleeing,False,True,El Monte,51.3,Los Angeles,M,-83.3391,32.3577,W,CA,Nancy Hughes,1611
shot,undetermined,False,other,Car,False,True,Wagoner,27.0,Los Angeles,M,-106.0155,30.3156,W,CA,Gary Thompson,1612
shot,gun,False,attack,Car,False,True,Nashville,33.3,Arlington,M,-87.5835,29.5281,W,CA,Michelle Lewis,1613
shot,gun,False,other,Not fleeing,False,True,Redlands,27.0,Phoenix,M,-63.252,39.2877,H,CA,Barbara Jones,1614
shot,gun,True,attack,Not fleeing,False,True,Wayne County,27.0,Los Angeles,M,-95.0157,32.766299999999994,W,CA,Hannah Porter,1615
shot,gun,True,other,Not fleeing,False,True,Hardwick,38.7,Atlanta,M,-100.5048,30.0735,W,CA,Jennifer Williams,1616
shot,gun,False,attack,Not fleeing,False,True,Layton,27.9,Jacksonville,M,-69.696,33.7248,W,CA,Patricia Taylor,1617
shot,toy weapon,True,attack,Not fleeing,True,True,La Crosse,40.5,Phoenix,M,-78.64110000000001,35.5167,W,CA,Michelle Chang,1618
shot,gun,False,attack,Car,False,True,Danville,25.2,Las Vegas,M,-68.6835,33.2496,W,CA,Rachael Young,1619
shot,knife,False,other,Not fleeing,False,True,Brooklyn Center,20.7,Houston,M,-105.3144,29.4525,W,CA,Patricia Guerrero,1620
shot,pair of scissors,True,other,Not fleeing,True,True,Sedalia,36.0,Las Vegas,M,-95.8221,28.6002,W,CA,Chad Sweeney,1621
shot,knife,False,other,Not fleeing,True,True,St. Louis,46.8,San Antonio,M,-71.5302,31.6206,W,CA,Cindy Morse,1622
shot,knife,False,attack,Not fleeing,False,True,Aurora,29.7,Orlando,M,-64.0215,38.2149,W,CA,Jeremy Martinez,1623
shot,vehicle,False,attack,Car,False,True,Oakland,21.6,Chicago,M,-110.6379,41.5053,H,CA,Kenneth Robinson,1624
shot,gun,False,attack,Foot,False,True,Pittsburgh,47.7,Los Angeles,M,-100.6947,36.81,W,CA,Kevin Davis,1625
shot,gun,True,other,Not fleeing,False,True,Hackensack,39.6,Los Angeles,M,-109.4157,33.2955,W,CA,John Kelley,1626
shot,gun,False,attack,Not fleeing,False,True,Torrance,31.5,Phoenix,M,-72.1269,23.2092,H,CA,Steven Day,1627
shot,gun,False,attack,Foot,False,True,North English,48.6,Los Angeles,M,-76.4928,30.2652,H,CA,Gina Wright,1628
shot,undetermined,False,other,Not fleeing,False,True,Philadelphia,74.7,Phoenix,M,-94.5774,35.7372,W,CA,Michael Jones,1629
shot and Tasered,knife,False,other,Not fleeing,True,True,Cosby,27.0,Arlington,M,-75.2796,29.5308,W,CA,Lindsay Armstrong,1630
shot,gun,False,attack,Foot,False,True,Columbus,48.6,Phoenix,M,-73.0341,25.6563,H,CA,Karen Robles,1631
shot,toy weapon,False,attack,Not fleeing,False,True,Chicago,35.1,Los Angeles,M,-87.4152,30.741299999999995,W,CA,Mitchell Salazar,1632
shot,gun,False,attack,Not fleeing,True,True,Terrytown,40.5,Los Angeles,M,-76.1409,36.8649,H,CA,Erica Johnson,1633
shot and Tasered,knife,False,other,Not fleeing,False,True,Reno,18.0,Phoenix,M,-71.91629999999999,35.6607,H,CA,Amy Peterson,1634
shot,gun,True,attack,Not fleeing,False,True,Denham Springs,33.3,Houston,M,-109.1367,35.4258,W,CA,Joshua Coleman,1635
shot,gun,False,attack,Foot,False,True,Phoenix,21.6,Phoenix,M,-79.2666,37.3698,W,CA,Jordan Wolfe,1636
shot,gun,False,attack,Not fleeing,False,True,Stillwater County,31.5,Albuquerque,M,-106.3899,30.6396,W,CA,Gregory Tucker,1637
shot and Tasered,knife,False,attack,Not fleeing,False,True,Henderson,26.1,Phoenix,M,-110.6748,39.6531,W,CA,Matthew Whitehead,1638
shot and Tasered,gun,False,attack,Foot,True,True,Pomona,54.0,Phoenix,M,-83.0646,35.0514,H,CA,Michael Medina,1639
shot,unarmed,False,other,Not fleeing,False,True,Roy,40.5,Los Angeles,M,-73.6326,30.1671,W,CA,David Key,1640
shot,unarmed,False,other,Other,False,True,Olivehurst,26.1,Jacksonville,M,-86.1849,28.7118,W,CA,Charles Reyes,1641
shot and Tasered,chain saw,True,attack,Not fleeing,False,True,Oshkosh,46.8,Las Vegas,M,-88.2918,27.0027,B,CA,George Davis,1642
shot and Tasered,knife,False,other,Not fleeing,False,True,Shelbyville,22.5,Phoenix,M,-78.1785,35.6166,W,CA,Sheri Guerrero,1643
shot,gun,False,attack,Foot,False,True,Greenville,36.0,Los Angeles,M,-72.3168,23.0463,W,CA,Adam Pena,1644
shot,,False,other,Car,False,True,Franklin,43.2,Tucson,M,-79.2774,37.365300000000005,W,CA,Bryan Wright,1645
shot,,True,other,Not fleeing,False,True,Piedmont,51.3,San Antonio,M,-72.0783,30.9483,W,CA,Jose Green,1646
shot,gun,False,other,Car,True,True,Mesa,36.9,Phoenix,M,-75.27239999999999,38.7459,W,CA,Ryan Carroll,1647
shot,gun,False,other,Foot,False,True,Miami,50.4,Phoenix,M,-72.4275,22.8933,H,CA,Julie Grant,1648
shot and Tasered,pipe,False,other,Not fleeing,False,True,North Little Rock,38.7,Bakersfield,M,-70.2342,35.4294,W,CA,Donald Hudson,1649
shot,gun,False,attack,Foot,True,True,Bailey,35.1,Los Angeles,M,-107.2008,41.6205,W,CA,Karen White,1650
shot,gun,True,attack,Car,True,True,Dallas,16.2,Phoenix,M,-83.223,31.1508,W,CA,Lori Thompson,1651
shot,glass shard,False,other,Not fleeing,False,True,Avon Park,23.4,Phoenix,M,-104.6664,39.2283,W,CA,Eric Boyle,1652
shot,gun,False,attack,Other,False,True,Baltimore,47.7,Phoenix,M,-86.4153,37.1043,W,CA,Henry Morris,1653
shot,gun,False,other,Foot,False,True,Garland,31.5,Phoenix,M,-68.9895,35.548199999999994,H,CA,Scott Davis,1654
shot,undetermined,False,undetermined,Not fleeing,False,True,Rowland Heights,27.0,Albuquerque,M,-85.5,29.3715,W,CA,Mark Yoder,1655
shot,gun,False,attack,Other,False,True,Eustis,30.6,Los Angeles,M,-72.1593,23.521500000000003,W,CA,Jennifer Molina,1656
shot,gun,False,attack,Car,False,True,Sparkman,33.3,Ashville,M,-94.3362,34.9542,W,CA,Kristin Rodgers,1657
shot,knife,True,other,Not fleeing,False,True,Tempe,56.7,Los Angeles,M,-103.6125,32.598,W,CA,Matthew Wilson,1658
shot,knife,True,other,Not fleeing,False,True,New York,23.4,Jacksonville,M,-80.1486,27.3447,W,CA,Mr. Jacob Boyd,1659
shot,gun,False,attack,Car,False,True,Lakemoor,37.8,Phoenix,M,-134.91,55.0962,W,CA,Christian Lester,1660
shot,gun,False,other,Not fleeing,False,True,Clearwater,53.1,Houston,M,-99.2097,28.3203,W,CA,Robert Cabrera,1661
shot,vehicle,False,other,Other,False,True,Louisville,50.4,Phoenix,M,-100.8522,37.0305,H,CA,Mark Morgan,1662
shot,gun,True,attack,Car,False,True,Marion,14.4,Ashville,M,-109.8711,33.8328,W,CA,Julie Parsons,1663
shot,gun,False,attack,Car,False,True,South El Monte,16.2,Phoenix,M,-107.6931,33.372,H,CA,Sydney Peterson,1664
shot,gun,False,other,Not fleeing,True,True,Virginia Beach,42.3,San Antonio,M,-72.5364,36.297900000000006,W,CA,Shannon Sanchez PhD,1665
shot,sword,True,attack,Not fleeing,False,True,Aiken,22.5,Los Angeles,M,-87.0399,39.1923,W,CA,Alisha Jenkins,1666
shot,knife,False,attack,Not fleeing,False,True,Las Vegas,44.1,Phoenix,M,-103.2012,29.4318,W,CA,Samuel Guerrero,1667
shot,undetermined,False,other,Not fleeing,False,True,Josephine County,29.7,Los Angeles,M,-107.4024,31.8195,H,CA,Deborah Ramirez,1668
shot,gun,False,attack,Not fleeing,False,True,Wichita,17.1,Atlanta,M,-85.932,26.8227,B,CA,Jennifer Wells,1669
shot,gun,False,attack,Not fleeing,False,True,Knoxville,20.7,Jacksonville,M,-83.7333,40.5369,W,CA,Ricky Bryan,1670
shot,toy weapon,False,attack,Not fleeing,False,True,Lacy Lakeview,28.8,Los Angeles,M,-81.0441,31.6278,B,CA,David Boone,1671
shot,gun,False,attack,Not fleeing,False,True,Haughton,30.6,Phoenix,M,-78.1515,27.3717,W,CA,Jennifer Mccann,1672
shot,unknown weapon,True,other,Not fleeing,False,True,Colton,16.2,San Antonio,M,-80.8038,27.3789,W,CA,Pamela Howard,1673
shot,knife,False,other,Not fleeing,False,True,Los Lunas,51.3,Jacksonville,M,-73.72800000000001,33.0435,W,CA,Rhonda Lopez,1674
shot,toy weapon,True,other,Not fleeing,True,True,Boise,20.7,Phoenix,M,-73.206,30.4551,W,CA,Erica Monroe,1675
shot,gun,False,attack,Not fleeing,True,True,Hollywood Hills,28.8,Phoenix,M,-83.6388,28.6434,W,CA,Joseph Paul,1676
shot,motorcycle,False,attack,Other,False,True,Columbia,27.0,San Antonio,M,-79.83449999999999,29.155500000000004,W,CA,Abigail Murphy,1677
shot,gun,False,other,Not fleeing,False,True,Splendora,18.9,Ashville,M,-105.4467,29.4534,W,CA,Nicholas Rodgers,1678
shot,knife,False,attack,Not fleeing,False,True,New York,20.7,Arlington,M,-109.7271,38.2662,W,CA,Eric Edwards,1679
shot,unarmed,False,other,Car,False,True,Bristol,27.9,Houston,M,-77.994,30.2733,W,CA,Robert Washington,1680
shot,toy weapon,False,other,Foot,False,True,Glen Burnie,28.8,Phoenix,M,-72.9639,26.2764,W,CA,Miguel Conley,1681
shot,gun,False,other,Other,False,True,Panama City,28.8,Bakersfield,M,-79.57350000000001,30.4029,W,CA,Laura Rhodes,1682
shot,gun,True,other,Not fleeing,False,True,Tulsa,32.4,Chattanooga,M,-79.0389,37.638,N,CA,Christopher Lee,1683
shot and Tasered,gun,False,attack,Foot,False,True,Markham,35.1,Orlando,M,-85.7169,27.0387,W,CA,Courtney Reynolds,1684
shot,gun,False,attack,Not fleeing,False,True,Bonaire,44.1,Phoenix,M,-106.4196,30.6468,H,CA,Kimberly Sawyer,1685
shot,unarmed,False,other,Foot,True,True,Sparta,19.8,Los Angeles,M,-106.4673,30.5127,H,CA,Shane Gay,1686
shot,knife,False,attack,Not fleeing,False,True,Little Egg Harbor Township,30.6,Phoenix,M,-106.4898,30.6324,W,CA,Samuel Crawford,1687
shot and Tasered,unarmed,False,other,Not fleeing,False,True,Eau Claire,23.4,Jacksonville,M,-75.8511,27.4149,W,CA,David Baxter,1688
shot,hatchet,False,other,Not fleeing,False,True,Lockhart,21.6,Arlington,M,-77.88600000000001,31.1931,W,CA,Mark Campbell,1689
shot,gun,False,attack,Foot,False,True,Anchorage,24.3,Phoenix,M,-96.0876,29.088,W,CA,Ruth Moore,1690
shot,toy weapon,False,attack,Other,True,True,Swansea,37.8,Los Angeles,M,-81.2412,34.796699999999994,W,CA,Amanda Small,1691
shot,gun,True,attack,Not fleeing,False,True,Lincoln,16.2,Las Vegas,M,-68.0472,35.9622,W,CA,Cheryl Martinez,1692
shot,knife,False,attack,Not fleeing,False,True,Roswell,30.6,Jacksonville,M,-86.5395,32.4684,W,CA,Robert Allen,1693
shot,gun,False,other,Not fleeing,False,True,Dearborn,33.3,San Antonio,M,-95.9247,31.5846,W,CA,Austin Hernandez,1694
shot,gun,True,attack,Not fleeing,True,True,North Port,53.1,Los Angeles,M,-87.0759,29.3895,W,CA,Gabriel Lewis MD,1695
shot,unknown weapon,True,other,Not fleeing,False,True,Salisbury,27.0,Arlington,M,-71.2503,31.9293,W,CA,Alexandra Payne,1696
shot,gun,True,attack,Not fleeing,False,True,Randolph County,19.8,Albuquerque,M,-105.3756,29.3076,W,CA,Patricia Bird,1697
shot,gun,False,other,Car,True,True,Central Point,30.6,Houston,M,-85.8546,26.7723,W,CA,Thomas Guerra,1698
shot,gun,True,attack,Not fleeing,False,True,Lenoir,33.3,Phoenix,M,-75.591,33.3819,H,CA,David Williams,1699
shot,gun,False,other,Not fleeing,True,True,San Bernardino,44.1,Las Vegas,M,-101.0682,30.2337,W,CA,Benjamin Flores,1700
shot,gun,False,attack,Not fleeing,False,True,Pueblo,26.1,Los Angeles,M,-100.6731,30.0015,W,CA,Daniel Warren,1701
shot,gun,False,other,Foot,False,True,South Sioux City,34.2,Los Angeles,M,-79.1019,27.7758,W,CA,Jillian Mathews,1702
shot,unarmed,False,other,Not fleeing,False,True,Richmond,52.2,Arlington,M,-82.026,27.4212,W,CA,Henry Turner,1703
shot,unarmed,False,attack,Foot,False,True,Jacksonville,16.2,Los Angeles,M,-105.3918,29.4255,W,CA,Deborah Bates,1704
shot,,False,other,Not fleeing,True,True,Monroe,60.3,Bakersfield,M,-79.0335,37.6929,W,CA,Frank Daugherty,1705
shot,gun,False,other,Foot,False,True,Miami,44.1,Los Angeles,M,-72.225,31.446900000000003,W,CA,Madeline Medina,1706
shot,gun,True,other,Not fleeing,False,True,Pell City,33.3,Chicago,M,-75.70530000000001,32.7492,H,CA,Chris Gillespie,1707
shot,gun,False,attack,Other,False,True,Little Egg Harbor,53.1,Phoenix,M,-87.70589999999999,24.9768,W,CA,Michael Franklin,1708
shot,gun,True,other,Not fleeing,False,True,Red Bluff,54.9,Bakersfield,M,-106.6248,30.5892,W,CA,Erin Snyder,1709
shot,gun,False,attack,Not fleeing,True,True,Zion,36.0,Los Angeles,M,-78.86070000000001,37.3527,W,CA,Elizabeth Rasmussen,1710
shot,gun,True,other,Not fleeing,True,True,Studio City,27.0,Los Angeles,M,-71.9388,32.2776,W,CA,Patricia Vargas,1711
shot,unarmed,True,attack,Not fleeing,True,True,San Bernardino,34.2,Los Angeles,M,-100.5165,30.0735,W,CA,James Morales,1712
shot,,False,other,Car,False,True,Las Vegas,27.0,Albuquerque,M,-105.6906,42.88590000000001,W,CA,Patty Davila,1713
shot,unarmed,False,attack,Not fleeing,False,True,Las Vegas,46.8,Bakersfield,M,-87.5664,29.495700000000003,W,CA,Pamela Garza,1714
shot,knife,False,attack,Not fleeing,True,True,Stanton,33.3,Los Angeles,M,-108.846,33.966,W,CA,Matthew Campbell,1715
shot,gun,False,attack,Not fleeing,True,True,Des Moines,24.3,Phoenix,M,-81.2187,26.9748,W,CA,Jeffrey Jimenez,1716
shot,,False,undetermined,Not fleeing,False,True,Monterey Park,19.8,Los Angeles,M,-110.0664,42.608700000000006,W,CA,Scott Bailey,1717
shot,undetermined,False,undetermined,Not fleeing,False,True,Long Beach,41.4,Los Angeles,M,-66.7017,36.3996,W,CA,Ryan Bauer,1718
shot,gun,False,attack,Foot,False,True,Brockton,39.6,Jacksonville,M,-100.6875,37.881,W,CA,Teresa Tucker,1719
shot,gun,False,attack,Other,False,True,Lancaster,33.3,Phoenix,M,-106.344,30.7683,H,CA,Ronald Lopez,1720
shot,undetermined,False,undetermined,Not fleeing,False,True,Mesa,19.8,Los Angeles,M,-76.1067,30.4272,H,CA,Michael Pham,1721
shot,gun,False,other,Foot,False,True,Old Town,30.6,San Antonio,M,-73.08,28.836,W,CA,Steven Hansen,1722
shot,gun,False,attack,Foot,False,True,Tulare,43.2,Houston,M,-133.0011,58.3443,W,CA,Theresa Long,1723
shot,gun,False,other,Foot,True,True,Eaton County,25.2,Houston,M,-107.8317,35.5698,W,CA,Debbie Simmons,1724
shot,toy weapon,True,attack,Not fleeing,True,True,Lancaster,18.0,Charlotte,M,-105.4431,29.446200000000005,B,CA,Kimberly Thompson,1725
shot,unknown weapon,False,other,Not fleeing,False,True,Martinez,31.5,Houston,M,-80.04690000000001,33.9579,W,CA,Mrs. Dana Scott,1726
shot,gun,False,attack,Not fleeing,False,True,St. Louis,37.8,Los Angeles,M,-78.5907,31.7394,W,CA,Kathleen Williams,1727
shot,gun,False,other,Not fleeing,False,True,Sedona,23.4,Phoenix,M,-103.6125,32.598,H,CA,Mariah Campbell,1728
shot,brick,False,attack,Foot,False,True,Orange,20.7,Los Angeles,M,-73.35810000000001,36.98909999999999,H,CA,David Burke,1729
shot,gun,False,attack,Not fleeing,False,True,Hutchinson,33.3,Bakersfield,M,-74.4885,25.335,W,CA,Ms. Jill Evans,1730
shot,gun,True,other,Not fleeing,False,True,Tiffin,40.5,Phoenix,M,-111.1014,38.124,H,CA,Anna Moore,1731
shot,machete,True,other,Not fleeing,False,True,Canton Township,27.9,Phoenix,M,-74.65589999999999,35.760600000000004,H,CA,Donald Larson,1732
shot,gun,False,attack,Car,False,True,Fort Pierce,40.5,Phoenix,M,-111.5901,37.2276,H,CA,Janet Fuller PhD,1733
shot,pepper spray,False,other,Not fleeing,False,True,Odanah,19.8,Phoenix,M,-84.1635,34.7922,W,CA,Laura Kennedy,1734
shot,knife,False,other,Not fleeing,False,True,Charlotte,39.6,Los Angeles,M,-76.5315,31.844700000000003,B,CA,Theodore Wright,1735
shot,gun,False,attack,Not fleeing,False,True,Houma,27.9,Los Angeles,M,-72.1926,32.483700000000006,H,CA,Emily Duke,1736
shot,gun,False,attack,Not fleeing,False,True,San Diego,17.1,San Antonio,M,-100.7514,36.7083,W,CA,Joel Villegas,1737
shot,toy weapon,False,other,Not fleeing,False,True,St. Louis,22.5,Los Angeles,M,-91.6479,31.6818,W,CA,Gabrielle Rios,1738
shot,knife,True,other,Not fleeing,False,True,Santa Ana,40.5,Los Angeles,M,-85.10849999999999,35.1009,W,CA,Matthew Lee,1739
shot,,False,other,Not fleeing,False,True,Sugar Creek,28.8,Los Angeles,M,-88.0452,30.123,W,CA,Larry Gross,1740
shot,knife,False,attack,Not fleeing,False,True,San Marcos,34.2,Albuquerque,M,-87.83279999999999,36.7938,W,CA,Amy Davis,1741
shot,knife,False,other,Not fleeing,False,True,Waukegan,22.5,Charlotte,M,-74.8773,27.9594,B,CA,Dr. Mary Gomez,1742
shot,gun,False,attack,Not fleeing,False,True,Orosi,35.1,Chicago,M,-108.3942,31.4415,H,CA,Stacey Vaughn,1743
shot,gun,True,other,Car,False,True,Ontario,54.0,Las Vegas,M,-69.14699999999999,35.5212,W,CA,Michelle Larsen,1744
shot,gun,False,other,Not fleeing,False,True,Oklahoma City,27.9,Los Angeles,M,-86.2659,32.494499999999995,B,CA,Dale Johnson,1745
shot,unarmed,True,other,Not fleeing,False,True,Findlay,51.3,Houston,M,-107.0847,31.815,W,CA,Vanessa Russo,1746
shot,gun,False,other,,False,True,Red Bluff,27.0,Bakersfield,M,-72.1386,23.5224,W,CA,Colleen Aguilar,1747
shot,,False,other,Car,False,True,Spokane,37.8,Bakersfield,M,-97.6599,35.1693,W,CA,Daniel Leonard,1748
shot,knife,False,other,Not fleeing,False,True,Grand Junction,21.6,Los Angeles,M,-73.4994,34.5402,W,CA,Dr. Daniel Kelly,1749
shot,knife,False,other,Not fleeing,False,True,Bakersfield,31.5,Bakersfield,M,-81.738,39.4704,W,CA,Brian Murillo,1750
shot,gun,False,attack,Not fleeing,False,True,Las Vegas,31.5,Phoenix,M,-109.2906,34.6968,W,CA,Alex Diaz,1751
shot,gun,False,attack,Not fleeing,False,True,Overland Park,24.3,Los Angeles,M,-103.6071,32.543099999999995,W,CA,Michael Taylor,1752
shot,gun,False,attack,Not fleeing,False,True,Fort Worth,28.8,Arlington,M,-68.9913,35.3808,W,CA,Isaac Peters,1753
shot,gun,False,other,Car,True,True,Louisville,34.2,Los Angeles,M,-85.3524,35.7885,W,CA,Christy Ross,1754
shot,gun,False,other,Not fleeing,False,True,Modesto,35.1,Los Angeles,M,-66.6369,36.8109,W,CA,Jessica Perez,1755
shot and Tasered,knife,True,other,,False,True,Dahlonega,32.4,Los Angeles,M,-110.8494,39.6711,W,CA,Warren Nicholson,1756
shot,baseball bat,False,attack,Not fleeing,False,True,Clovis,46.8,Arlington,M,-79.3386,38.9979,W,CA,Charles Wood,1757
shot,gun,False,attack,Not fleeing,False,True,Fayette County,47.7,Las Vegas,M,-109.3536,34.8138,W,CA,Miguel Wright,1758
shot,gun,True,attack,Not fleeing,False,True,Hudson,41.4,Phoenix,M,-110.1114,36.4887,H,CA,Jo Wolfe,1759
shot,gun,False,attack,Not fleeing,False,True,Pinnacle,46.8,Los Angeles,M,-68.90220000000001,35.4213,W,CA,Nicholas Lee,1760
shot,toy weapon,True,attack,Not fleeing,False,True,Antioch,22.5,Las Vegas,M,-105.246,39.258,W,CA,Nicholas Spears,1761
shot and Tasered,metal rake,True,attack,Not fleeing,False,True,Elkton,45.9,Phoenix,M,-100.9251,30.1194,W,CA,Dominique Cook,1762
shot,sword,True,other,Not fleeing,False,True,Spencer,30.6,Phoenix,M,-81.225,34.7985,H,CA,Ashley Moore,1763
shot,gun,True,attack,Foot,False,True,Los Angeles,34.2,Los Angeles,M,-77.7528,29.2194,B,CA,Kristy Mendoza,1764
shot and Tasered,knife,True,other,Not fleeing,False,True,Amelia Island,41.4,Phoenix,M,-110.6442,41.5242,H,CA,Elizabeth Gordon,1765
shot,gun,False,attack,Not fleeing,True,True,English,24.3,Albuquerque,M,-92.1978,28.680300000000003,W,CA,April Jordan,1766
shot,baseball bat,True,attack,Not fleeing,False,True,Kansas City,15.3,Los Angeles,M,-63.51299999999999,39.5532,B,CA,Amy Wilson DDS,1767
shot,gun,False,attack,Not fleeing,False,True,Marion,71.1,Charlotte,M,-80.0055,29.2887,B,CA,Mr. Brian Shah,1768
shot,gun,False,attack,Not fleeing,False,True,Dallas,25.2,Oklahoma City,M,-106.3845,30.664800000000003,B,CA,Nicolas Rhodes,1769
shot,,False,other,Car,False,True,Palm Bay,56.7,Oklahoma City,M,-78.4476,32.4495,B,CA,Jocelyn Day,1770
shot,gun,False,other,Not fleeing,False,True,Warrenville,31.5,Phoenix,M,-98.9514,30.7161,H,CA,John Jackson,1771
shot,vehicle,False,attack,Car,False,True,Burnsville,20.7,Chattanooga,M,-109.0287,33.998400000000004,W,CA,Ashlee Mendoza,1772
shot,gun,False,attack,Not fleeing,False,True,Jacksonville,18.9,Phoenix,M,-72.7497,31.734,H,CA,Scott Smith,1773
shot,gun,True,other,Not fleeing,False,True,Tate County,30.6,Orlando,M,-94.5387,35.8173,W,CA,Mark Barber,1774
shot and Tasered,knife,False,other,,False,True,Sacramento,52.2,Las Vegas,M,-83.87549999999999,31.0518,W,CA,Amber Blackwell,1775
shot,unknown weapon,True,other,Not fleeing,False,True,Evansville,36.0,Columbus,M,-87.69059999999999,24.9516,W,CA,Annette Fisher,1776
shot,vehicle,False,attack,Car,False,True,Cedar Lake,42.3,Bakersfield,M,-75.5037,32.3568,W,CA,Angela Benjamin,1777
shot,toy weapon,False,attack,Not fleeing,False,True,Spalding County,24.3,Lubbock,M,-95.283,33.7221,W,CA,Alfred Reed,1778
shot,gun,False,attack,Not fleeing,False,True,Orlando,31.5,San Antonio,M,-94.1193,34.4439,W,CA,Kaitlin Ingram,1779
shot,gun,False,attack,Not fleeing,False,True,Shreveport,18.9,Phoenix,M,-88.6446,26.4834,H,CA,James Brewer,1780
shot,gun,False,attack,Car,False,True,Canaan Township,52.2,Lubbock,M,-106.4646,30.5433,W,CA,Jennifer Johnson,1781
shot,toy weapon,False,other,Not fleeing,False,True,Rocklin,37.8,Houston,M,-89.8308,30.3057,W,CA,Mark Werner,1782
shot,toy weapon,True,attack,Not fleeing,False,True,Okmulgee,31.5,Los Angeles,M,-106.3935,30.6342,B,CA,David Moore,1783
shot,toy weapon,False,attack,Not fleeing,False,True,East Flat Rock,30.6,Houston,M,-79.14869999999999,40.0662,W,CA,Linda Hughes,1784
shot,knife,True,other,Not fleeing,False,True,Brown City,68.4,Bakersfield,M,-87.1776,29.0709,W,CA,Nancy Hawkins,1785
shot,gun,False,other,Not fleeing,False,True,Syracuse,56.7,San Antonio,M,-105.2586,30.3696,W,CA,John White,1786
shot and Tasered,unarmed,False,attack,Not fleeing,False,True,Columbus,39.6,Los Angeles,M,-87.7635,31.8636,W,CA,Anthony Mayer,1787
shot,gun,True,other,Not fleeing,False,True,Montgomery,27.9,Los Angeles,M,-81.2151,34.9299,W,CA,Brittany Nash,1788
shot,gun and knife,False,other,Not fleeing,False,True,Huntersville,25.2,Phoenix,M,-74.4525,25.0362,W,CA,George Barry,1789
shot,undetermined,False,attack,Foot,False,True,Quincy,29.7,Los Angeles,M,-70.2207,34.668000000000006,W,CA,Colton Lane,1790
shot,gun,False,attack,Other,False,True,Muhlenberg Township,32.4,Arlington,M,-109.1844,34.2261,W,CA,Deanna Smith,1791
shot,gun,True,attack,Not fleeing,False,True,O'Fallon,44.1,Bakersfield,M,-77.88600000000001,31.1931,W,CA,Ashley Myers,1792
shot,knife,True,attack,Not fleeing,False,True,Vineland,28.8,Tucson,M,-96.0867,29.073600000000003,W,CA,Steven Moore,1793
shot,knife,True,other,Not fleeing,False,True,New York,17.1,Los Angeles,M,-78.5115,27.3978,W,CA,Kyle Solis,1794
shot,,False,other,Car,False,True,Albuquerque,36.9,Albuquerque,M,-91.6479,31.6818,W,CA,Nicole Vance,1795
shot,gun,False,attack,Not fleeing,False,True,Fairfield,20.7,Houston,M,-66.40020000000001,38.4003,W,CA,Lindsey Butler,1796
shot,gun,False,attack,Car,False,True,San Bernardino,42.3,Phoenix,M,-91.6569,31.6575,H,CA,James Cherry,1797
shot,vehicle,True,attack,Car,False,True,San Jose,54.9,Los Angeles,M,-77.8734,32.3784,W,CA,Travis Burke,1798
shot,knife,False,attack,Not fleeing,False,True,Oakland,35.1,Phoenix,M,-73.9458,32.9454,H,CA,Christopher Lewis,1799
shot,gun,False,attack,Other,False,True,Charlotte,23.4,Bakersfield,M,-68.5332,38.7144,W,CA,Victoria Norris,1800
shot,gun,False,other,Not fleeing,False,True,Corpus Christi,33.3,Bakersfield,M,-63.51299999999999,39.5532,W,CA,Julian Garcia,1801
shot,gun,True,attack,Not fleeing,True,True,Phoenix,17.1,Columbus,M,-87.381,28.4787,W,CA,Crystal Soto,1802
shot,gun,False,other,Other,False,True,Highland,28.8,Los Angeles,M,-111.6783,36.7821,W,CA,Ruth White,1803
shot,gun,False,attack,Not fleeing,False,True,San Antonio,37.8,Phoenix,M,-74.20949999999999,24.4152,W,CA,James Brooks,1804
shot,knife,True,attack,Not fleeing,False,True,Dallas,26.1,Phoenix,M,-83.1969,27.6732,H,CA,Anne Davis,1805
shot,gun,False,attack,Not fleeing,False,True,Jacksonville,28.8,Los Angeles,M,-78.9768,37.7397,W,CA,Cynthia Khan,1806
shot,unarmed,False,other,Not fleeing,False,True,Covington,22.5,Phoenix,M,-106.4061,30.573899999999995,H,CA,Amy Carlson,1807
shot,gun,True,attack,Other,False,True,Baltimore,43.2,Phoenix,M,-78.90390000000001,37.6659,H,CA,Dennis Perry,1808
shot,knife,True,other,Not fleeing,False,True,Columbus,43.2,San Antonio,M,-77.9112,27.6561,W,CA,Jimmy Powell,1809
shot,,False,other,Car,False,True,Broomfield,30.6,Ashville,M,-65.3166,37.5705,W,CA,Alexandra Gonzales,1810
shot,gun,False,attack,Not fleeing,False,True,Reno,29.7,Bakersfield,M,-110.1249,42.7446,W,CA,Kelly Wells,1811
shot,gun,True,other,,False,True,San Jose,31.5,Los Angeles,M,-76.5387,39.0906,W,CA,Tracy Johnson,1812
shot,gun,False,other,Other,True,True,Burnsville,18.9,Phoenix,M,-78.8634,37.6686,H,CA,Meghan Parks,1813
